"(PDH-TSV 4.0) (Central Europe Standard Time)(-60)"	"MyApp.Server.exe"	"MyApp.Client.exe"	"Available Bytes"	"% Processor Time"	"python.exe"
"10/31/2023 09:36:30.606"	"1600323584"	"2002698240"	"20500791296"	"20.296943486852292"	"28160000"
"10/31/2023 09:36:31.606"	"1600323584"	"2002698240"	"20511453184"	"19.454192178581351"	"28160000"
"10/31/2023 09:36:32.607"	"1600323584"	"2002698240"	"20515934208"	"18.283192981120177"	"28160000"
"10/31/2023 09:36:33.615"	"1600323584"	"2002698240"	"20514553856"	"19.369196194742099"	"28160000"
"10/31/2023 09:36:34.615"	"1600323584"	"2002698240"	"20520165376"	"22.447092471876083"	"28160000"
"10/31/2023 09:36:35.616"	"1600323584"	"2002698240"	"20513554432"	"20.104772912741343"	"28160000"
"10/31/2023 09:36:36.617"	"1600323584"	"2002698240"	"20518805504"	"17.89278823481326"	"28160000"
"10/31/2023 09:36:37.608"	"1600323584"	"2002698240"	"20515020800"	"21.084758704855677"	"28160000"
"10/31/2023 09:36:38.617"	"1600323584"	"2002698240"	"20507336704"	"31.552560192417367"	"28160000"
"10/31/2023 09:36:39.609"	"1600323584"	"2002698240"	"20512411648"	"18.934445386938648"	"28160000"
"10/31/2023 09:36:40.617"	"1600323584"	"2002153472"	"20509646848"	"20.157502612508527"	"28160000"
"10/31/2023 09:36:41.611"	"1600323584"	"2002153472"	"20518223872"	"19.802524251716669"	"28160000"
"10/31/2023 09:36:42.610"	"1600323584"	"2002153472"	"20512481280"	"19.243156554066733"	"28160000"
"10/31/2023 09:36:43.619"	"1600323584"	"2002153472"	"20517777408"	"19.062129250357916"	"28160000"
"10/31/2023 09:36:44.620"	"1600323584"	"2002153472"	"20509024256"	"22.056644820083228"	"28160000"
"10/31/2023 09:36:45.604"	"1600323584"	"2002153472"	"20516691968"	"22.487886141770563"	"28160000"
"10/31/2023 09:36:46.620"	"1600323584"	"2002153472"	"20512387072"	"21.4161197864568"	"28160000"
"10/31/2023 09:36:47.612"	"1600323584"	"2002153472"	"20505026560"	"20.239047092073626"	"28160000"
"10/31/2023 09:36:48.620"	"1600323584"	"2002153472"	"20512169984"	"30.094145987063147"	"28160000"
"10/31/2023 09:36:49.613"	"1600323584"	"2002153472"	"20507889664"	"22.526326641335803"	"28160000"
"10/31/2023 09:36:50.613"	"1600323584"	"2002153472"	"20510408704"	"19.373401201932015"	"28160000"
"10/31/2023 09:36:51.606"	"1600323584"	"2002153472"	"20507881472"	"18.934592386885964"	"28160000"
"10/31/2023 09:36:52.605"	"1600323584"	"2002153472"	"20513427456"	"20.285245525445148"	"28160000"
"10/31/2023 09:36:53.606"	"1600323584"	"2002153472"	"20505874432"	"18.803622087973103"	"28160000"
"10/31/2023 09:36:54.615"	"1600323584"	"2002153472"	"20512206848"	"22.547412384641497"	"28160000"
"10/31/2023 09:36:55.607"	"1600323584"	"2002153472"	"20509077504"	"18.505313724735295"	"28160000"
"10/31/2023 09:36:56.615"	"1600323584"	"2002153472"	"20501393408"	"18.927872027716329"	"28160000"
"10/31/2023 09:36:57.607"	"1600323584"	"2002153472"	"20508291072"	"20.002737971487971"	"28160000"
"10/31/2023 09:36:58.616"	"1600323584"	"2002153472"	"20504989696"	"30.361923875839658"	"28160000"
"10/31/2023 09:36:59.617"	"1600323584"	"2002153472"	"20508622848"	"19.823409929667857"	"28160000"
"10/31/2023 09:37:00.610"	"1600323584"	"2002153472"	"20503080960"	"16.198048011480438"	"28160000"
"10/31/2023 09:37:01.609"	"1600323584"	"2002059264"	"20507951104"	"20.126218605461034"	"28160000"
"10/31/2023 09:37:02.618"	"1600323584"	"2002059264"	"20504432640"	"19.449205065271926"	"28160000"
